title,year,runtime,maturity_rating,genre,box_office,rating_imdb,metascore,awards
Thin Ice,2011,93,R,Comedy,0.8,6.2,60,0
Thor,2011,115,PG-13,Sci-Fi/Fantasy,181,7,57,0
Tinker Tailor Soldier Spy,2011,127,R,Thriller,24.1,7,85,0
Touchback,2011,118,PG-13,Family,0.2,6.5,56,0
Tower Heist,2011,104,PG-13,Comedy,78,6.2,59,0
Transformers: Dark of the Moon,2011,154,PG-13,Sci-Fi/Fantasy,352.4,6.2,42,0
Unknown,2011,113,PG-13,Action,63.7,6.8,56,0
War Horse,2011,146,PG-13,Action,79.9,7.2,72,0
Warrior,2011,140,PG-13,Sport,13.7,8.2,71,0
Water for Elephants,2011,122,PG-13,Romance,58.7,6.9,52,0
We Bought a Zoo,2011,124,PG,Family,75.6,7.1,58,0
We Need to Talk About Kevin,2011,112,R,Thriller,1.7,7.5,68,0
What's Your Number?,2011,106,R,Comedy,14,6,35,0
Win Win,2011,106,R,Comedy,10.2,7.1,75,0
X-Men: First Class,2011,131,PG-13,Sci-Fi/Fantasy,146.4,7.7,65,0
You're Next,2011,95,R,Horror,18.5,6.5,66,0
Young Adult,2011,94,R,Comedy,16.3,6.3,71,0
Your Highness,2011,102,R,Sci-Fi/Fantasy,21.6,5.5,31,0
Your Sister's Sister,2011,90,R,Comedy,1.6,6.7,72,0
Zookeeper,2011,102,PG,Family,80.4,5.2,30,0
21 Jump Street,2012,109,R,Comedy,138.4,7.2,69,0
A Late Quartet,2012,105,R,Musical,1.6,7.1,67,0
A Thousand Words,2012,91,PG-13,Sci-Fi/Fantasy,18.5,5.8,26,0
Abraham Lincoln: Vampire Hunter,2012,105,R,Horror,37.5,5.9,42,0
Act of Valor,2012,110,R,Action,70,6.4,40,0
Aftershock,2012,89,R,Horror,0.1,4.8,39,0
Alex Cross,2012,101,PG-13,Action,25.9,5.1,30,0
American Reunion,2012,113,R,Comedy,57,6.7,49,0
Any Day Now,2012,98,R,Drama,0.2,7.4,60,0
Arbitrage,2012,107,R,Thriller,7.9,6.6,73,0
Argo,2012,120,R,Biography,136,7.7,86,3
Arthur Newman,2012,93,R,Comedy,0.2,5.6,42,0
At Any Price,2012,105,R,Sport,0.4,5.6,61,0
Atlas Shrugged II: The Strike,2012,111,PG-13,Sci-Fi/Fantasy,3.3,5.3,26,0
Bachelorette,2012,87,R,Comedy,0.4,5.3,53,0
Backwards,2012,89,PG,Sport,0.1,5.5,43,0
Battlefield America,2012,106,PG-13,Musical,0.2,2.5,31,0
Battleship,2012,131,PG-13,Sci-Fi/Fantasy,65.4,5.8,41,0
Beasts of the Southern Wild,2012,93,PG-13,Sci-Fi/Fantasy,12.8,7.2,86,0
Being Flynn,2012,102,R,Drama,0.5,6.4,53,0
Big Miracle,2012,107,PG,Family,20.2,6.5,61,0
"Bless Me, Ultima",2012,106,PG-13,Biography,1.6,6.3,65,0
Blue Like Jazz,2012,108,PG-13,Comedy,0.6,5.8,48,0
Branded,2012,112,R,Sci-Fi/Fantasy,0.4,4.6,20,0
Brave,2012,93,PG,Animation,237.3,7.1,69,1
Bullet to the Head,2012,92,R,Action,9.5,5.7,48,0
Casa de mi Padre,2012,85,R,Western,5.9,5.5,52,0
Celeste & Jesse Forever,2012,92,R,Comedy,3.1,6.6,59,0
Chasing Mavericks,2012,116,PG,Biography,6,7.1,45,0
Chronicle,2012,89,PG-13,Sci-Fi/Fantasy,64.6,7,69,0
Cirque du Soleil: Worlds Away,2012,91,PG,Sci-Fi/Fantasy,12.5,6.7,51,0
Cloud Atlas,2012,172,R,Sci-Fi/Fantasy,27.1,7.4,55,0
Compliance,2012,90,R,Drama,0.3,6.4,68,0
Contraband,2012,109,R,Action,66.5,6.4,51,0
Crooked Arrows,2012,105,PG-13,Sport,1.8,5.8,42,0
Dark Shadows,2012,113,PG-13,Horror,79.7,6.2,55,0
Darling Companion,2012,103,PG-13,Comedy,0.8,5.1,41,0
Deadfall,2012,95,R,Thriller,0.1,6.2,52,0
Diary of a Wimpy Kid: Dog Days,2012,94,PG,Family,49,6.2,54,0
Disconnect,2012,115,R,Thriller,1.4,7.5,64,0
Django Unchained,2012,165,R,Western,162.8,8.4,81,2
Emperor,2012,107,PG-13,Drama,3.3,6.5,48,0
End of Watch,2012,109,R,Action,41,7.6,68,0
Escape from Planet Earth,2012,89,PG,Animation,57,5.8,35,0
Filly Brown,2012,80,R,Musical,2.9,5.6,57,0
Flight,2012,138,R,Thriller,93.8,7.3,76,0
"For a Good Time, Call...",2012,85,R,Comedy,1.3,6,55,0
Frances Ha,2012,86,R,Comedy,4.1,7.4,82,0
Frankenweenie,2012,87,PG,Animation,35.3,6.9,74,0
Fun Size,2012,86,PG-13,Comedy,9.4,5.4,37,0
Girl in Progress,2012,93,PG-13,Comedy,2.6,5.5,45,0
Girl Most Likely,2012,103,PG-13,Comedy,1.4,5.7,38,0
Gone,2012,94,PG-13,Action,11.7,5.9,36,0
Good Deeds,2012,129,PG-13,Comedy,35,5.6,43,0
Great Expectations,2012,128,PG-13,Romance,0.3,6.3,60,0
Hello I Must Be Going,2012,95,R,Comedy,0.1,6.2,62,0
Here Comes the Boom,2012,105,PG,Comedy,45.3,6.4,40,0
Hit and Run,2012,100,R,Comedy,13.7,6.1,50,0
Hitchcock,2012,98,PG-13,Biography,6,6.8,55,0
Hope Springs,2012,100,PG-13,Comedy,63.5,6.3,65,0
Hotel Transylvania,2012,91,PG,Animation,148.3,7,47,0
House at the End of the Street,2012,101,PG-13,Horror,31.6,5.5,31,0
Ice Age 4: Continental Drift,2012,88,PG,Animation,161.3,6.5,49,0
It's a Disaster,2012,88,R,Comedy,0.1,6.4,57,0
Jack Reacher,2012,130,PG-13,Action,80.1,7,50,0
John Carter,2012,132,PG-13,Sci-Fi/Fantasy,73.1,6.6,51,0
John Dies at the End,2012,99,R,Horror,0.1,6.3,53,0
Journey 2: The Mysterious Island,2012,94,PG,Comedy,103.9,5.7,41,0
Joyful Noise,2012,118,PG-13,Musical,30.9,5.7,44,0
Killing Them Softly,2012,97,R,Thriller,15,6.2,64,0
Last Ounce of Courage,2012,101,PG,Drama,3.3,3.5,11,0
Lawless,2012,116,R,Biography,37.4,7.2,58,0
Les Misérables,2012,158,PG-13,Musical,148.8,7.5,63,3
Liberal Arts,2012,97,PG-13,Comedy,0.3,6.7,55,0
Life of Pi,2012,127,PG,Sci-Fi/Fantasy,125,7.9,79,4
Lincoln,2012,150,PG-13,Biography,182.2,7.3,86,2
Lockout,2012,95,PG-13,Sci-Fi/Fantasy,14.3,6,48,0
Lola Versus,2012,87,R,Comedy,0.3,5.4,49,0
Looper,2012,119,R,Sci-Fi/Fantasy,66.5,7.4,84,0
LUV,2012,94,R,Drama,0.2,5.9,52,0
Madagascar 3: Europe's Most Wanted,2012,95,PG,Animation,216.4,6.8,60,0
Madea's Witness Protection,2012,114,PG-13,Comedy,65.7,4.8,42,0
Magic Mike,2012,110,R,Comedy,113.8,6.1,72,0
Man on a Ledge,2012,102,PG-13,Action,18.6,6.6,40,0
Men in Black 3,2012,106,PG-13,Comedy,179,6.8,58,0
Middle of Nowhere,2012,97,R,Drama,0.2,6.5,75,0
Mirror Mirror,2012,106,PG,Comedy,64.9,5.6,46,0
Moonrise Kingdom,2012,94,PG-13,Comedy,45.5,7.8,84,0
Much Ado About Nothing,2012,109,PG-13,Comedy,4.3,7,78,0
Mud,2012,130,PG-13,Drama,21.6,7.4,76,0
No One Lives,2012,86,R,Horror,0.1,5.9,26,0
Not Fade Away,2012,117,R,Drama,0.6,6,65,0
On the Road,2012,124,R,Romance,0.7,6,56,0
One for the Money,2012,91,PG-13,Comedy,26.4,5.3,22,0
Paranormal Activity 4,2012,88,R,Horror,53.9,4.6,40,0
ParaNorman,2012,92,PG,Animation,56,7,72,0
Parental Guidance,2012,105,PG,Family,77.3,6,36,0
People Like Us,2012,114,PG-13,Comedy,12.4,7,49,0
Piranha 3DD,2012,83,R,Horror,0.4,3.7,24,0
Pitch Perfect,2012,112,PG-13,Musical,65.3,7.1,66,0
Playing for Keeps,2012,105,PG-13,Comedy,13.1,5.7,27,0
Premium Rush,2012,91,PG-13,Action,20.3,6.5,66,0
Project X,2012,88,R,Comedy,54.7,6.6,48,0
Prometheus,2012,124,R,Sci-Fi/Fantasy,126.5,7,64,0
Promised Land,2012,106,R,Drama,7.6,6.6,55,0
Red Dawn,2012,93,PG-13,Action,44.8,5.3,31,0
Red Hook Summer,2012,121,R,Drama,0.3,5.2,48,0
Red Tails,2012,125,PG-13,Action,49.9,5.9,46,0
Resident Evil: Retribution,2012,95,R,Horror,42.3,5.3,39,0
Rise of the Guardians,2012,97,PG,Animation,103.4,7.2,58,0
Robot & Frank,2012,89,PG-13,Comedy,3.3,7,67,0
Rock of Ages,2012,123,PG-13,Musical,38.5,5.9,47,0
Ruby Sparks,2012,104,R,Sci-Fi/Fantasy,2.5,7.2,67,0
Safe,2012,94,R,Action,17.1,6.5,55,0
Safe House,2012,115,R,Action,126.4,6.7,52,0
Safety Not Guaranteed,2012,86,R,Comedy,4,6.9,72,0
Savages,2012,131,R,Action,47.4,6.4,59,0
Seeking a Friend for the End of the World,2012,101,R,Comedy,7.1,6.7,59,0
Seven Psychopaths,2012,110,R,Comedy,15,7.1,66,0
Silver Linings Playbook,2012,122,R,Comedy,132.1,7.7,81,1
Sinister,2012,110,R,Horror,48.1,6.8,53,0
Skyfall,2012,143,PG-13,Action,304.4,7.8,81,2
Sleepwalk with Me,2012,81,PG-13,Comedy,2.3,6.7,71,0
Smashed,2012,81,R,Drama,0.4,6.7,71,0
Snow White and the Huntsman,2012,127,PG-13,Action,155.3,6.1,57,0
Sparkle,2012,116,PG-13,Musical,24.4,5.7,54,0
Spring Breakers,2012,94,R,Thriller,14.1,5.3,63,0
Stand Up Guys,2012,95,R,Comedy,3.3,6.4,41,0
Step Up Revolution,2012,99,PG-13,Musical,35.1,6.4,43,0
Stolen,2012,96,R,Action,0.3,5.5,43,0
Stuck in Love.,2012,97,R,Comedy,0.1,7.2,49,0
Taken 2,2012,92,PG-13,Action,139.9,6.2,45,0
Ted,2012,106,R,Comedy,218.8,6.9,62,0
Thanks for Sharing,2012,112,R,Comedy,1.1,6.4,54,0
That's My Boy,2012,116,R,Comedy,36.9,5.5,31,0
The Amazing Spider-Man,2012,136,PG-13,Sci-Fi/Fantasy,262,6.9,66,0
The Apparition,2012,83,PG-13,Horror,4.9,4.1,18,0
The Avengers,2012,143,PG-13,Sci-Fi/Fantasy,623.4,8,69,0
The Bourne Legacy,2012,135,PG-13,Action,113.2,6.6,61,0
The Campaign,2012,85,R,Comedy,86.9,6.1,50,0
The Cold Light of Day,2012,93,PG-13,Action,3.8,4.9,22,0
The Collection,2012,82,R,Horror,6.8,6.1,38,0
The Company You Keep,2012,125,R,Thriller,5.1,6.4,57,0
The Dark Knight Rises,2012,164,PG-13,Action,448.1,8.4,78,0
The Devil Inside,2012,83,R,Horror,53.3,4.2,18,0
The Dictator,2012,83,R,Comedy,59.7,6.4,58,0
The Expendables 2,2012,103,R,Action,85,6.6,51,0
The Fitzgerald Family Christmas,2012,99,PG-13,Drama,0.1,6.3,62,0
The Five-Year Engagement,2012,124,R,Comedy,28.8,6.2,62,0
The Guilt Trip,2012,95,PG-13,Comedy,37.1,5.8,50,0
The Hobbit: An Unexpected Journey,2012,169,PG-13,Sci-Fi/Fantasy,303,7.8,58,0
The Hunger Games,2012,142,PG-13,Sci-Fi/Fantasy,408,7.2,68,0
The Iceman,2012,106,R,Biography,2,6.8,60,0
The Impossible,2012,114,PG-13,Drama,19,7.5,73,0
The Lorax,2012,86,PG,Animation,214.4,6.4,46,0
The Lords of Salem,2012,101,R,Horror,1.2,5.1,57,0
The Lucky One,2012,101,PG-13,Romance,60.5,6.4,39,0
The Magic of Belle Isle,2012,109,PG,Comedy,0.1,6.9,46,0
The Man with the Iron Fists,2012,95,R,Action,15.6,5.4,51,0
The Master,2012,138,R,Drama,16.4,7.1,86,0
The Odd Life of Timothy Green,2012,105,PG,Family,51.9,6.6,47,0
The Oogieloves in the Big Balloon Adventure,2012,88,G,Family,1.1,1.7,32,0
The Paperboy,2012,107,R,Mystery,0.7,5.7,45,0
The Perks of Being a Wallflower,2012,103,PG-13,Romance,17.7,8,67,0
The Pirates! Band of Misfits,2012,88,PG,Animation,31.1,6.7,73,0
The Place Beyond the Pines,2012,140,R,Thriller,21.4,7.3,68,0
The Possession,2012,92,PG-13,Horror,49.1,5.9,45,0
The Raven,2012,110,R,Thriller,16,6.4,44,0
The Reluctant Fundamentalist,2012,130,R,Thriller,0.6,6.8,54,0
The Sessions,2012,95,R,Biography,6,7.2,79,0
The Three Stooges,2012,92,PG,Family,44.3,5.1,56,0
The Twilight Saga: Breaking Dawn - Part 2,2012,115,PG-13,Sci-Fi/Fantasy,292.3,5.5,52,0
The Vow,2012,104,PG-13,Romance,125,6.8,43,0
The Watch,2012,102,R,Sci-Fi/Fantasy,35.4,5.7,36,0
The Woman in Black,2012,95,PG-13,Horror,54.3,6.4,62,0
The Words,2012,102,PG-13,Romance,11.5,7,37,0
Think Like a Man,2012,123,PG-13,Comedy,91.5,6.5,51,0
This Is 40,2012,134,R,Comedy,67.5,6.2,59,0
This Means War,2012,103,PG-13,Comedy,54.8,6.3,31,0
Tim and Eric's Billion Dollar Movie,2012,93,R,Comedy,0.2,5.3,40,0
To Rome with Love,2012,112,R,Musical,16.7,6.3,54,0
To the Wonder,2012,112,R,Romance,0.6,5.8,58,0
Total Recall,2012,118,PG-13,Sci-Fi/Fantasy,58.9,6.2,43,0
Trouble with the Curve,2012,111,PG-13,Sport,35.8,6.8,58,0
Underworld: Awakening,2012,88,R,Horror,62.3,6.3,39,0
V/H/S,2012,116,R,Horror,0.1,5.8,54,0
Wanderlust,2012,98,R,Comedy,17.5,5.6,53,0
What Maisie Knew,2012,99,R,Drama,1.1,7.4,74,0
What to Expect When You're Expecting,2012,110,PG-13,Comedy,41.2,5.7,41,0
Woman Thou Art Loosed: On the 7th Day,2012,101,PG-13,Drama,1.2,5,29,0
Won't Back Down,2012,121,PG,Drama,5.3,6.4,42,0
Wrath of the Titans,2012,99,PG-13,Sci-Fi/Fantasy,83.7,5.7,37,0
Wreck-It Ralph,2012,101,PG,Animation,189.4,7.7,72,0
Zero Dark Thirty,2012,157,R,Thriller,95.7,7.4,95,1
12 Years a Slave,2013,134,R,Biography,56.7,8.1,96,3
2 Guns,2013,109,R,Action,75.6,6.7,55,0
21 & Over,2013,93,R,Comedy,25.7,5.8,34,0
42,2013,128,PG-13,Biography,95.1,7.5,62,0
47 Ronin,2013,128,PG-13,Sci-Fi/Fantasy,38.4,6.2,28,0
A Good Day to Die Hard,2013,98,R,Action,67.3,5.2,28,0
A Haunted House,2013,86,R,Horror,40,5,20,0
A Madea Christmas,2013,100,PG-13,Comedy,52.5,4.8,28,0
A.C.O.D.,2013,88,R,Comedy,0.2,5.6,50,0
About Time,2013,123,R,Sci-Fi/Fantasy,15.3,7.8,55,0
Admission,2013,108,PG-13,Comedy,18,5.7,48,0
Afflicted,2013,85,R,Horror,0.1,6.2,56,0
After Earth,2013,100,PG-13,Sci-Fi/Fantasy,60.5,4.8,33,0
Afternoon Delight,2013,98,R,Comedy,0.2,5.7,50,0
Ain't Them Bodies Saints,2013,96,R,Romance,0.4,6.4,74,0
All Is Lost,2013,106,PG-13,Action,6.3,6.9,87,0
American Hustle,2013,138,R,Drama,150.1,7.2,90,0
Anchorman 2: The Legend Continues,2013,119,PG-13,Comedy,127.4,6.3,61,0
At Middleton,2013,99,R,Comedy,0.1,6.5,60,0
August: Osage County,2013,121,R,Comedy,37.7,7.2,58,0
Austenland,2013,97,PG-13,Comedy,2.2,6.2,42,0
Bad Words,2013,89,R,Comedy,7.8,6.6,57,0
Baggage Claim,2013,96,PG-13,Comedy,21.6,5,34,0
Battle of the Year,2013,110,PG-13,Musical,8.9,4.9,29,0
Beautiful Creatures,2013,124,PG-13,Sci-Fi/Fantasy,19.5,6.1,52,0
Before Midnight,2013,109,R,Romance,8.1,7.9,94,0
Begin Again,2013,104,R,Musical,16.2,7.4,62,0
Black Nativity,2013,93,PG,Family,7,4.6,48,0
Blue Caprice,2013,93,R,Biography,0.1,5.9,76,0
Blue Jasmine,2013,98,PG-13,Comedy,33.4,7.3,78,1
Blue Ruin,2013,90,R,Thriller,0.3,7.1,78,0
Breathe In,2013,98,R,Romance,0.1,6.3,60,0
Broken City,2013,109,R,Action,19.7,6.1,49,0
C.O.G.,2013,88,R,Comedy,0.1,5.6,60,0
Captain Phillips,2013,134,PG-13,Biography,107.1,7.8,82,0
Carrie,2013,100,R,Horror,35.3,5.8,53,0
Chinese Puzzle,2013,117,R,Comedy,0.3,6.9,64,0
Closed Circuit,2013,96,R,Mystery,5.8,6.2,50,0
Cloudy with a Chance of Meatballs 2,2013,95,PG,Animation,119.8,6.3,59,0
Copperhead,2013,120,PG-13,Drama,0.2,5.5,34,0
Dallas Buyers Club,2013,117,R,Biography,27.3,7.9,79,3
Dark Skies,2013,97,PG-13,Horror,17.4,6.3,50,0
Dead Man Down,2013,118,R,Action,10.9,6.4,39,0
Delivery Man,2013,105,PG-13,Comedy,30.7,6.3,44,0
Despicable Me 2,2013,98,PG,Animation,368.1,7.3,62,0
Dom Hemingway,2013,93,R,Comedy,0.5,6.1,55,0
Don Jon,2013,90,R,Comedy,24.5,6.5,66,0
Drinking Buddies,2013,90,R,Comedy,0.3,6.1,71,0
Elysium,2013,109,R,Sci-Fi/Fantasy,93.1,6.6,61,0
Ender's Game,2013,114,PG-13,Sci-Fi/Fantasy,61.7,6.6,51,0
Enough Said,2013,93,PG-13,Comedy,17.6,7,78,0
Epic,2013,102,PG,Animation,107.5,6.6,52,0
Escape Plan,2013,115,R,Action,25.1,6.7,49,0
Europa Report,2013,97,PG-13,Mystery,0.1,6.4,68,0
Evil Dead,2013,91,R,Horror,54.2,6.5,57,0
Fading Gigolo,2013,90,R,Comedy,3.8,6.2,58,0
Fast & Furious 6,2013,130,PG-13,Action,238.7,7,61,0
Free Birds,2013,91,PG,Animation,55.8,5.8,38,0
Frozen,2013,102,PG,Animation,401,7.4,75,2
Fruitvale Station,2013,85,R,Biography,16.1,7.5,85,0
G.I. Joe: Retaliation,2013,110,PG-13,Sci-Fi/Fantasy,122.5,5.7,41,0
Gangster Squad,2013,113,R,Action,46,6.7,40,0
Getaway,2013,90,PG-13,Action,10.5,4.4,22,0
Gimme Shelter,2013,120,PG-13,Drama,1.4,6.4,37,0
Grace Unplugged,2013,102,PG,Musical,2.5,6,39,0
Gravity,2013,91,PG-13,Sci-Fi/Fantasy,274.1,7.7,96,7
Grown Ups 2,2013,101,PG-13,Comedy,133.7,5.3,19,0
Grudge Match,2013,113,PG-13,Comedy,29.8,6.4,35,0
Hansel & Gretel: Witch Hunters,2013,88,R,Horror,55.7,6.1,23,0
Hateship Loveship,2013,104,R,Romance,0.1,6.1,59,0
Hellion,2013,99,R,Thriller,0.1,6,55,0
Her,2013,126,R,Sci-Fi/Fantasy,25.6,8,91,1
Homefront,2013,100,R,Action,20.2,6.5,40,0
Horns,2013,120,R,Comedy,0.2,6.4,46,0
I'm in Love with a Church Girl,2013,118,PG,Romance,2.4,4.1,23,0
Identity Thief,2013,111,R,Comedy,134.5,5.7,35,0
In a World...,2013,93,R,Comedy,3,6.6,79,0
In Secret,2013,107,R,Thriller,0.4,6.1,47,0
InAPPropriate Comedy,2013,83,R,Comedy,0.2,2.7,1,0
Innocence,2013,96,PG-13,Horror,0.3,4.4,26,0
Inside Llewyn Davis,2013,104,R,Musical,13.2,7.4,93,0
Insidious: Chapter 2,2013,106,PG-13,Horror,83.6,6.5,40,0
Iron Man 3,2013,130,PG-13,Sci-Fi/Fantasy,409,7.1,62,0
Jack the Giant Slayer,2013,114,PG-13,Sci-Fi/Fantasy,65.2,6.2,51,0
Jackass Presents: Bad Grandpa,2013,92,R,Comedy,102,6.5,54,0
Jimi: All Is by My Side,2013,118,R,Biography,0.3,5.7,66,0
Jobs,2013,128,PG-13,Biography,16.1,6,44,0
Joe,2013,117,R,Drama,0.4,6.8,74,0
Kick-Ass 2,2013,103,R,Comedy,28.8,6.5,41,0
Kill Your Darlings,2013,104,R,Biography,1,6.4,65,0
Knights of Badassdom,2013,86,R,Comedy,0.1,5.5,56,0
Labor Day,2013,111,PG-13,Romance,13.4,6.9,52,0
Last Vegas,2013,105,PG-13,Comedy,63.9,6.6,48,0
Lee Daniels' The Butler,2013,132,PG-13,Biography,116.6,7.2,65,0
Legends of Oz: Dorothy's Return,2013,88,PG,Animation,8.5,5,25,0
Life of Crime,2013,98,R,Comedy,0.3,5.8,60,0
Line of Duty,2013,112,R,Action,0.1,5,24,0
Locke,2013,85,R,Drama,1.4,7.1,81,0
Lone Survivor,2013,121,R,Biography,125.1,7.5,60,0
Lovelace,2013,93,R,Biography,0.4,6.1,51,0
Machete Kills,2013,107,R,Action,8,5.6,41,0
Make Your Move,2013,110,PG-13,Musical,0.1,5.5,40,0
Man of Steel,2013,143,PG-13,Sci-Fi/Fantasy,291,7.1,55,0
Man of Tai Chi,2013,105,R,Action,0.1,6,52,0
Metallica Through the Never,2013,93,R,Musical,3.4,7.1,61,0
Monsters University,2013,104,G,Animation,268.5,7.3,65,0
Mother of George,2013,107,R,Drama,0.2,6.4,77,0
Movie 43,2013,94,R,Comedy,8.8,4.3,18,0
Nebraska,2013,115,R,Comedy,17.7,7.7,87,0
Night Moves,2013,112,R,Thriller,0.3,6,75,0
Now You See Me,2013,115,PG-13,Thriller,117.7,7.2,50,0
Oblivion,2013,124,PG-13,Sci-Fi/Fantasy,89.1,7,54,0
Oculus,2013,104,R,Horror,27.7,6.5,61,0
Oldboy,2013,104,R,Action,2.2,5.7,49,0
Olympus Has Fallen,2013,119,R,Action,98.9,6.5,41,0
One Chance,2013,103,PG-13,Biography,0.1,6.8,52,0
Only God Forgives,2013,90,R,Action,0.8,5.7,37,0
Out of the Furnace,2013,116,R,Action,11.3,6.7,63,0
Oz the Great and Powerful,2013,130,PG,Family,234.9,6.3,44,0
Pacific Rim,2013,131,PG-13,Sci-Fi/Fantasy,101.8,6.9,65,0
Pain & Gain,2013,129,R,Comedy,49.9,6.4,45,0
Palo Alto,2013,100,R,Drama,0.8,6.2,69,0
Paranoia,2013,106,PG-13,Thriller,7.4,5.6,32,0
Parker,2013,118,R,Action,17.6,6.2,42,0
Parkland,2013,93,PG-13,Mystery,0.7,6.4,51,0
Peeples,2013,95,PG-13,Comedy,9.2,5.3,52,0
Percy Jackson: Sea of Monsters,2013,106,PG,Family,68.6,5.7,39,0
Phantom,2013,98,R,Thriller,1,5.9,40,0
Philomena,2013,98,PG-13,Biography,37.7,7.6,77,0
Planes,2013,91,PG,Animation,90.3,5.7,39,0
Prince Avalanche,2013,94,R,Comedy,0.2,6.3,73,0
Prisoners,2013,153,R,Mystery,61,8.1,70,0
R.I.P.D.,2013,96,PG-13,Comedy,33.6,5.6,25,0
RED 2,2013,116,PG-13,Comedy,53.3,6.6,47,0
Riddick,2013,119,R,Sci-Fi/Fantasy,42,6.4,49,0
Romeo and Juliet,2013,118,PG-13,Romance,1.2,5.7,41,0
Runner Runner,2013,88,R,Thriller,19.3,5.6,36,0
Rush,2013,123,R,Biography,26.9,8.1,74,0
Safe Haven,2013,115,PG-13,Romance,71.3,6.6,34,0
Saving Mr. Banks,2013,125,PG-13,Biography,83.3,7.5,65,0
Scary Movie V,2013,88,PG-13,Comedy,32,3.5,11,0
Short Term 12,2013,96,R,Drama,1,7.9,82,0
Side Effects,2013,106,R,Mystery,32.2,7.1,75,0
Snitch,2013,112,PG-13,Action,42.9,6.4,51,0
Star Trek Into Darkness,2013,132,PG-13,Sci-Fi/Fantasy,228.8,7.7,72,0
Stoker,2013,99,R,Thriller,1.7,6.8,58,0
Temptation: Confessions of a Marriage Counselor,2013,111,PG-13,Romance,52,4.9,26,0
The Art of the Steal,2013,90,R,Comedy,0.1,6.3,53,0
The Best Man Holiday,2013,123,R,Comedy,70.5,6.6,59,0
The Big Wedding,2013,90,R,Comedy,21.8,5.6,28,0
The Bling Ring,2013,90,R,Biography,5.8,5.6,66,0
The Book Thief,2013,131,PG-13,Drama,21.5,7.5,53,0
The Call,2013,96,R,Action,51.9,6.7,51,0
The Canyons,2013,99,R,Thriller,0.1,3.8,36,0
The Christmas Candle,2013,100,PG,Family,2.3,6.1,33,0
The Conjuring,2013,112,R,Horror,137.4,7.5,68,0
The Counselor,2013,117,R,Thriller,17,5.4,48,0
The Croods,2013,98,PG,Animation,187.2,7.2,55,0
The East,2013,116,PG-13,Thriller,2.3,6.8,68,0
The English Teacher,2013,93,R,Comedy,0.1,5.7,42,0
The Face of Love,2013,92,PG-13,Romance,0.4,6.2,51,0
The Family,2013,111,R,Comedy,36.9,6.3,42,0
The Fifth Estate,2013,128,R,Biography,3.3,6.2,49,0
The Great Gatsby,2013,143,PG-13,Romance,144.9,7.2,55,2
The Green Inferno,2013,100,R,Horror,7.2,5.3,38,0
The Hangover Part III,2013,100,R,Comedy,112.2,5.8,30,0
The Heat,2013,117,R,Comedy,159.6,6.6,60,0
The Hobbit: The Desolation of Smaug,2013,161,PG-13,Sci-Fi/Fantasy,258.4,7.8,66,0
The Host,2013,125,PG-13,Action,26.6,5.8,35,0
The Hunger Games: Catching Fire,2013,146,PG-13,Action,424.7,7.5,76,0
The Immigrant,2013,120,R,Romance,2,6.6,77,0
The Incredible Burt Wonderstone,2013,100,PG-13,Comedy,22.5,5.9,44,0
The Inevitable Defeat of Mister & Pete,2013,108,R,Drama,0.5,7.4,61,0
The Internship,2013,119,PG-13,Comedy,44.7,6.3,42,0
The Kings of Summer,2013,95,R,Comedy,1.3,7.1,61,0
The Last Exorcism Part II,2013,88,PG-13,Horror,15.2,4,35,0
The Last of Robin Hood,2013,94,R,Biography,0.3,5.7,46,0
The Last Stand,2013,107,R,Western,12.1,6.3,54,0
The Lone Ranger,2013,150,PG-13,Western,89.3,6.4,37,0
The Mortal Instruments: City of Bones,2013,130,PG-13,Sci-Fi/Fantasy,31.2,5.8,33,0
The Purge,2013,85,R,Horror,64.5,5.7,41,0
The Retrieval,2013,92,R,Western,0.1,6.6,75,0
The Secret Life of Walter Mitty,2013,114,PG,Comedy,58.2,7.3,54,0
The Smurfs 2,2013,105,PG,Animation,71,5.3,34,0
The Spectacular Now,2013,95,R,Comedy,6.9,7.1,82,0
The To Do List,2013,104,R,Comedy,3.5,5.8,61,0
The Ultimate Life,2013,105,PG,Romance,1.3,5.9,19,0
The Way Way Back,2013,103,PG-13,Comedy,21.5,7.4,68,0
The Wind Rises,2013,126,PG-13,Animation,5.2,7.7,83,0
The Wolf of Wall Street,2013,180,R,Biography,116.9,8.2,75,0
The Wolverine,2013,126,PG-13,Sci-Fi/Fantasy,132.6,6.7,61,0
The World's End,2013,109,R,Sci-Fi/Fantasy,26,6.9,81,0
The Zero Theorem,2013,107,R,Sci-Fi/Fantasy,0.3,6,50,0
Third Person,2013,137,R,Romance,1,6.3,38,0
This Is the End,2013,107,R,Sci-Fi/Fantasy,101.5,6.6,67,0
Thor: The Dark World,2013,112,PG-13,Sci-Fi/Fantasy,206.4,6.8,54,0
Trance,2013,101,R,Mystery,2.3,6.9,61,0
Turbo,2013,96,PG,Animation,83,6.4,58,0
Walking with Dinosaurs 3D,2013,87,PG,Animation,36.1,5.2,37,0
Walking with the Enemy,2013,124,PG-13,Action,1.1,6.4,44,0
Warm Bodies,2013,98,PG-13,Horror,66.4,6.8,60,0
We Are What We Are,2013,105,R,Horror,0.1,5.9,71,0
We're the Millers,2013,110,R,Comedy,150.4,7,44,0
White House Down,2013,131,PG-13,Action,73.1,6.3,52,0
